passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount
Stephanie Walker,04/27/2017 2:36:04 PM,04/27/2017 2:39:39 PM,Credit Card,1,0.7,4.5,0,0
Keith Miles,07/16/2017 4:50:39 PM,07/16/2017 5:01:46 PM,Debit Card,1,1.9,10,0,0
Brian Cannon,05/26/2017 11:19:50 PM,05/26/2017 11:26:08 PM,Credit Card,1,1.2,6.5,1.2,0
Timothy Robinson,05/27/2017 1:27:08 PM,05/27/2017 1:33:35 PM,Cash,1,0.5,5.5,0,0
Daniel Cantrell,12/23/2017 10:18:41 AM,12/23/2017 10:22:16 AM,Debit Card,1,1.1,5.5,0,0
Andrew Fuentes,12/31/2017 5:03:10 PM,12/31/2017 5:08:20 PM,Cash,2,0.3,5,0,0
Patrick Trevino,09/20/2017 8:01:46 AM,09/20/2017 8:13:23 AM,Credit Card,1,2.82,11,1.18,0
John Carson,04/20/2017 3:36:17 PM,04/20/2017 4:03:00 PM,Credit Card,1,4.56,20,1.5,0
Ashley Fernandez,09/13/2017 11:47:53 AM,09/13/2017 11:54:46 AM,Debit Card,1,0.85,6.5,2,0
Amanda Woods,07/03/2017 9:05:00 PM,07/03/2017 9:12:13 PM,Cash,2,0.95,6.5,0,0
Leonard Walton,12/31/2017 11:45:30 PM,12/31/2017 11:49:24 PM,Cash,1,0.8,5,1.25,0
Emily Taylor,03/27/2017 9:05:04 PM,03/27/2017 9:20:00 PM,Credit Card,1,2.8,12.5,2.75,0
Luke Greene,03/06/2017 6:15:03 PM,03/06/2017 6:34:15 PM,Cash,1,4.83,18,0,0
Michael Hodges,12/29/2017 4:20:14 PM,12/29/2017 4:45:04 PM,Cash,1,5.86,22.5,4.8,0
Tommy Weaver,12/03/2017 12:05:52 PM,12/03/2017 12:13:51 PM,Cash,0,1.1,7,0,0
Alexander Gilbert,04/22/2017 10:04:15 AM,04/22/2017 10:13:23 AM,Debit Card,1,1.27,8,2.64,0
Gregory Phillips,01/13/2017 4:25:47 PM,01/13/2017 5:42:09 PM,Credit Card,2,18.8,63,0,0
Mary Ferguson,06/14/2017 2:30:53 PM,06/14/2017 2:38:24 PM,Credit Card,1,1.27,7,0,0
Phillip Johnston,02/15/2017 5:02:34 AM,02/15/2017 5:04:51 AM,Debit Card,1,0.5,4,0,0
Amber Allen,09/13/2017 4:33:03 PM,09/13/2017 4:50:00 PM,Cash,3,0.87,11,2.56,0
Michelle Miller,05/10/2017 11:33:44 AM,05/10/2017 11:53:53 AM,Credit Card,1,3.9,16,3.35,0
Travis Maldonado,05/25/2017 2:33:56 PM,05/25/2017 3:03:41 PM,Credit Card,1,2.9,18.5,3.86,0
Brian Norris,04/24/2017 10:50:16 PM,04/24/2017 11:16:20 PM,Debit Card,3,5.2,20.5,0,0
David Kane,09/18/2017 12:08:09 AM,09/18/2017 12:29:00 AM,Cash,2,6.33,21,4.46,0
Barbara Woods,07/16/2017 1:45:29 AM,07/16/2017 1:53:52 AM,Cash,1,1.3,7.5,1,0
Sheryl Boyd,08/31/2017 3:52:24 PM,08/31/2017 3:59:34 PM,Debit Card,1,0.9,6.5,1,0
John Marshall,01/27/2017 6:02:08 PM,01/27/2017 6:14:51 PM,Cash,1,1.2,9.5,1.1,0
Richard Park,06/29/2017 11:56:13 AM,06/29/2017 12:29:54 PM,Cash,4,11.89,36,6,5.76
Erika Branch,12/03/2017 7:10:19 PM,12/03/2017 7:37:14 PM,Credit Card,3,9.73,29.5,7.58,0
Regina Young,02/14/2017 9:45:40 AM,02/14/2017 10:04:59 AM,Cash,2,1.44,12.5,2.66,0
Henry King,06/22/2017 1:05:28 PM,06/22/2017 1:19:58 PM,Debit Card,1,0.9,10,0,0
Tiffany Ramirez,02/23/2017 11:19:47 AM,02/23/2017 11:39:12 AM,Credit Card,1,2.01,13.5,3.58,0
Mrs. Ashley Valdez DDS,02/12/2017 6:54:22 PM,02/12/2017 7:14:22 PM,Debit Card,1,3.5,15,3.15,0
Jessica Morgan,08/09/2017 3:13:37 PM,08/09/2017 3:41:27 PM,Cash,1,4.7,20.5,0,0
Perry Zimmerman,10/18/2017 1:36:34 PM,10/18/2017 1:54:40 PM,Credit Card,2,1.9,12,2.56,0
Sandra Pollard,01/18/2017 2:42:04 PM,01/18/2017 2:54:15 PM,Cash,1,1.44,9,1.96,0
Angela Pratt,05/04/2017 2:09:36 AM,05/04/2017 2:17:01 AM,Cash,1,2.1,8.5,1.96,0
David Herring,06/09/2017 12:03:15 AM,06/09/2017 12:09:01 AM,Debit Card,1,0.28,5.5,0,0
Alan Anderson,12/19/2017 5:16:05 PM,12/19/2017 5:33:43 PM,Cash,1,1.07,11.5,2.66,0
Autumn Johnson,09/10/2017 6:10:05 PM,09/10/2017 6:15:54 PM,Cash,1,1.34,6.5,1.46,0
Nicole Webb,11/23/2017 3:48:02 PM,11/23/2017 3:55:28 PM,Debit Card,1,2.03,8,0.44,0
Monica Galloway,05/02/2017 9:13:19 AM,05/02/2017 9:39:21 AM,Debit Card,1,5.2,21.5,4.45,0
Stephen Brock,08/13/2017 3:32:28 PM,08/13/2017 4:07:17 PM,Credit Card,1,14.7,42,8,5.76
Tina Wolf,02/19/2017 2:38:28 PM,02/19/2017 2:44:02 PM,Cash,1,0.89,5.5,1.89,0
Sharon Adams,09/22/2017 1:03:13 AM,09/22/2017 1:09:15 AM,Cash,3,1.47,6.5,1.56,0
Linda Gordon,03/17/2017 11:37:24 PM,03/17/2017 11:56:34 PM,Cash,1,2.97,14.5,3.95,0
Ethan Jenkins,09/04/2017 2:16:09 PM,09/04/2017 2:29:28 PM,Cash,1,7.79,22.5,5.81,5.76
Michael Powers,09/07/2017 3:52:24 PM,09/07/2017 3:58:12 PM,Credit Card,1,1,6,1.35,0
Dan Mcgee,09/27/2017 11:49:52 PM,09/28/2017 12:26:29 AM,Debit Card,2,27.34,72.5,14.76,0
Miguel Morton,03/24/2017 8:53:49 PM,03/24/2017 8:57:36 PM,Credit Card,2,0.8,4.5,0,0
Michael Li,02/20/2017 5:44:51 PM,02/20/2017 5:56:20 PM,Debit Card,1,2.8,10.5,2.8,0
Julian Craig,04/21/2017 6:02:30 PM,04/21/2017 6:11:19 PM,Cash,1,1.34,7.5,0.93,0
David Morris,06/15/2017 8:22:39 PM,06/15/2017 8:38:04 PM,Credit Card,1,2.2,11,2.45,0
Daniel Hughes,04/21/2017 7:26:24 AM,04/21/2017 7:31:11 AM,Cash,1,0.68,5,1.16,0
Mr. Carl Bennett MD,07/14/2017 3:00:12 PM,07/14/2017 3:07:17 PM,Credit Card,1,0.8,6.5,0,0
Sandra Daniels DVM,09/14/2017 2:07:56 PM,09/14/2017 2:19:51 PM,Cash,5,0.81,8.5,0,0
Michael Peters,02/10/2017 7:24:12 PM,02/10/2017 7:58:22 PM,Cash,2,3.59,22,3,0
Alyssa Anderson,07/31/2017 9:15:40 PM,07/31/2017 9:23:55 PM,Cash,1,0.94,7,1.66,0
Jimmy Hall,04/14/2017 9:41:15 PM,04/14/2017 9:47:56 PM,Debit Card,1,2.05,8.5,1,0
Erin Allison,09/15/2017 11:24:46 PM,09/16/2017 12:17:36 AM,Cash,1,8.11,35,0,0
Barbara Barr,10/29/2017 1:39:11 AM,10/29/2017 1:49:48 AM,Cash,2,1.49,8.5,1.96,0
Rick Garcia,06/14/2017 11:20:18 AM,06/14/2017 11:30:29 AM,Debit Card,1,1.07,8,2.2,0
Gavin Murphy,10/02/2017 2:06:27 PM,10/02/2017 2:15:38 PM,Debit Card,6,1.49,8,0,0
David Ayala,03/28/2017 11:24:26 AM,03/28/2017 11:34:46 AM,Credit Card,1,1.16,8,1.76,0
Michael Robles,05/12/2017 12:01:50 AM,05/12/2017 12:13:50 AM,Cash,2,3.56,12.5,2.76,0
Melissa Thompson,09/09/2017 3:44:45 AM,09/09/2017 3:49:19 AM,Cash,0,0.8,5,0,0
Michael Green,10/27/2017 9:44:42 AM,10/27/2017 9:53:25 AM,Debit Card,1,0.8,7,2.34,0
Carl Smith Jr.,10/26/2017 4:32:56 PM,10/26/2017 6:24:30 PM,Debit Card,1,22.5,52,0.02,5.76
Cameron Long,06/16/2017 6:30:08 PM,06/16/2017 7:18:50 PM,Debit Card,2,12.5,120,5,12.5
Cole Bishop,10/14/2017 2:33:39 AM,10/14/2017 2:38:50 AM,Credit Card,2,1.2,6,1.45,0
Erin Day,06/04/2017 10:42:35 AM,06/04/2017 10:57:18 AM,Debit Card,1,3.6,14.5,0,0
Nicole Anderson,04/06/2017 8:23:23 AM,04/06/2017 8:43:03 AM,Debit Card,1,2.12,13.5,3.58,0
Tammy Hines,08/05/2017 11:46:34 PM,08/06/2017 12:00:44 AM,Debit Card,1,3.29,13,2.86,0
Johnathan Jones,10/09/2017 7:04:06 AM,10/09/2017 7:11:12 AM,Cash,1,1.59,7.5,1.66,0
Olivia Hardy,03/27/2017 8:40:24 PM,03/27/2017 8:46:27 PM,Cash,1,1,6.5,2.2,0
Mary Jones,03/13/2017 8:16:14 AM,03/13/2017 8:48:34 AM,Credit Card,2,5,23,0,0
Jordan Montes,04/28/2017 12:01:07 AM,04/28/2017 12:09:32 AM,Debit Card,2,2.42,9,1.5,0
Juan Griffin DVM,01/31/2017 10:23:07 AM,01/31/2017 10:31:01 AM,Cash,1,0.87,6.5,0,0
Roy Watson,04/14/2017 10:30:45 PM,04/14/2017 10:49:10 PM,Credit Card,1,3.2,14,3.05,0
Dr. Michael Williams DDS,04/29/2017 10:00:14 PM,04/29/2017 10:10:06 PM,Cash,1,1.9,9,0,0
George Mitchell,08/26/2017 5:17:09 PM,08/26/2017 5:27:36 PM,Credit Card,1,1.52,9,1.96,0
Adam Salazar,01/24/2017 9:03:37 AM,01/24/2017 9:16:14 AM,Debit Card,1,1.55,9.5,2.06,0
Tracy Allen,05/03/2017 2:41:42 PM,05/03/2017 2:50:50 PM,Cash,4,2.07,9.5,2.06,0
Shannon George,01/23/2017 10:11:00 PM,01/23/2017 10:16:45 PM,Credit Card,1,0.9,6,2,0
Deborah Martin,03/21/2017 9:49:28 PM,03/21/2017 9:52:37 PM,Cash,1,1.2,5.5,0,0
Kristen Oneal,05/18/2017 6:46:03 AM,05/18/2017 6:50:23 AM,Cash,1,1.2,6,1,0
Natalie Dougherty,01/01/2017 2:52:27 AM,01/01/2017 3:04:28 AM,Debit Card,1,2.2,10.5,2.35,0
Dawn Harmon,05/26/2017 11:24:30 AM,05/26/2017 11:55:28 AM,Cash,5,2.95,19.5,0,0
Francisco Roth,09/22/2017 5:07:00 PM,09/22/2017 5:23:09 PM,Cash,1,5,16.5,0,0
Michael Smith,09/08/2017 8:32:04 PM,09/08/2017 8:37:51 PM,Cash,2,1,6,0,0
Scott Miller,12/27/2017 12:27:36 PM,12/27/2017 12:55:01 PM,Cash,1,3.7,19,0,0
Michael Jackson,05/20/2017 9:35:22 AM,05/20/2017 9:49:08 AM,Debit Card,1,1.44,10,2.16,0
Stephen Frank,12/10/2017 3:10:25 AM,12/10/2017 3:18:54 AM,Cash,1,2.8,10,0,0
Jodi Wells,05/16/2017 11:54:05 PM,05/17/2017 12:12:01 AM,Credit Card,1,5.2,18,3.85,0
Jeffery Bailey,11/11/2017 8:38:57 AM,11/11/2017 8:43:34 AM,Cash,3,1.42,6,0,0
Mitchell Weber,10/05/2017 10:57:23 AM,10/05/2017 11:03:20 AM,Credit Card,1,0.6,5.5,1.25,0
Joshua Lee,06/23/2017 6:08:37 PM,06/23/2017 6:23:21 PM,Cash,1,2.5,11.5,0,0
Michelle Snyder,09/05/2017 8:25:36 AM,09/05/2017 8:38:47 AM,Credit Card,6,1.51,10,2.16,0
Sara Grant,03/02/2017 2:48:06 PM,03/02/2017 2:52:32 PM,Debit Card,3,0.86,5,0,0
Don Booker,07/10/2017 6:51:37 PM,07/10/2017 7:14:03 PM,Credit Card,1,6.7,23.5,4,0
Janice Farrell,04/29/2017 9:14:18 PM,04/29/2017 9:34:33 PM,Cash,1,6.66,21.5,4.56,0
Shaun Allen,08/03/2017 6:10:01 PM,08/03/2017 6:27:23 PM,Debit Card,1,2.1,12.5,2.86,0
Wesley Price,06/20/2017 11:21:31 AM,06/20/2017 11:38:24 AM,Debit Card,1,1.9,11.5,2.45,0
Ivan Robertson,05/31/2017 1:31:37 AM,05/31/2017 1:37:24 AM,Credit Card,4,0.9,6,0,0
John Jones,08/30/2017 1:14:04 PM,08/30/2017 1:21:02 PM,Cash,1,0.76,6,1.36,0
Vanessa Tran,11/17/2017 9:57:07 AM,11/17/2017 9:58:40 AM,Debit Card,1,0.4,3.5,0,0
Mary Stone,04/28/2017 11:04:05 AM,04/28/2017 11:13:48 AM,Cash,2,1.6,8.5,1.85,0
Stephen Best,12/30/2017 11:16:28 AM,12/30/2017 11:23:12 AM,Credit Card,1,1.38,7,1.5,0
Rachel Booker,05/03/2017 8:00:49 AM,05/03/2017 8:12:21 AM,Credit Card,1,1.2,9,1.96,0
Virginia Evans,09/18/2017 6:21:59 PM,09/18/2017 6:25:12 PM,Credit Card,5,0.61,4.5,1.26,0
Tamara Brown,09/07/2017 10:35:11 AM,09/07/2017 10:38:55 AM,Credit Card,1,0.8,5,1.16,0
Crystal Thompson,10/31/2017 7:52:31 PM,10/31/2017 8:21:03 PM,Credit Card,1,7.43,26.5,5.66,0
Andrew Wilson,01/09/2017 4:38:25 PM,01/09/2017 4:43:11 PM,Debit Card,1,0.5,5,0,0
Thomas Fitzgerald,04/27/2017 7:43:31 PM,04/27/2017 7:50:41 PM,Cash,1,1.29,7,0,0
Todd Reyes,01/23/2017 11:28:52 AM,01/23/2017 11:41:41 AM,Cash,1,1.5,9.5,0,0
Alexander Padilla,03/13/2017 9:26:33 AM,03/13/2017 9:46:41 AM,Debit Card,1,2.36,14.5,3.06,0
Daniel Morris,04/17/2017 12:42:35 PM,04/17/2017 1:14:51 PM,Debit Card,3,13.05,37.5,0,0
Deborah Cole DDS,12/28/2017 11:19:25 PM,12/28/2017 11:24:48 PM,Credit Card,1,1.14,6,2.19,0
Dustin Scott,02/19/2017 1:43:34 AM,02/19/2017 1:53:57 AM,Cash,2,2.5,10.5,2.95,0
Holly Robinson,12/16/2017 11:15:09 PM,12/16/2017 11:19:19 PM,Cash,1,0.8,5,1,0
Craig Aguilar,07/16/2017 9:48:37 AM,07/16/2017 9:52:34 AM,Cash,1,1.04,5.5,0,0
Austin Rush,07/10/2017 5:06:15 PM,07/10/2017 5:22:30 PM,Debit Card,1,1.82,11.5,2.66,0
Michael Ruiz,07/24/2017 5:41:34 AM,07/24/2017 5:57:56 AM,Cash,1,5.43,18,0,0
David Perez,08/02/2017 2:12:10 AM,08/02/2017 2:15:40 AM,Debit Card,6,0.81,4.5,0,0
Tracy Robles,01/13/2017 8:43:14 AM,01/13/2017 8:59:15 AM,Cash,1,3.67,14.5,0,0
Courtney Hensley,02/15/2017 6:11:07 PM,02/15/2017 6:54:18 PM,Credit Card,1,6.64,29,4.5,0
Aaron Higgins,09/14/2017 11:44:09 PM,09/14/2017 11:52:43 PM,Cash,1,1,7.5,2.2,0
Erin Garcia,02/17/2017 6:54:19 AM,02/17/2017 6:58:51 AM,Credit Card,1,0.68,5,0,0
Linda Blevins,12/13/2017 3:12:12 AM,12/13/2017 3:33:19 AM,Cash,1,8.9,26.5,3,0
Kelsey Hudson,10/11/2017 6:14:00 PM,10/11/2017 6:22:10 PM,Credit Card,5,1.98,8.5,2.58,0
James Richards,08/02/2017 4:15:02 AM,08/02/2017 4:22:52 AM,Cash,1,3.1,11,0,0
Keith Hall,10/08/2017 4:59:07 PM,10/08/2017 5:12:23 PM,Debit Card,1,2.75,12,0,0
Gregory Leblanc,05/31/2017 10:59:58 PM,05/31/2017 11:29:03 PM,Credit Card,2,6.23,23.5,4.96,0
Barbara Hanson,03/14/2017 7:27:27 PM,03/14/2017 7:29:38 PM,Cash,1,0.3,3.5,0,0
James Turner,01/17/2017 2:30:18 PM,01/17/2017 2:38:03 PM,Credit Card,1,0.4,6.5,1,0
Kelly Medina,01/30/2017 12:18:09 PM,01/30/2017 12:28:51 PM,Debit Card,1,1.6,8.5,0,0
Zachary Robinson,01/23/2017 11:12:14 PM,01/23/2017 11:17:10 PM,Debit Card,1,0.7,5.5,0,0
Shelby Flores,10/21/2017 3:13:53 AM,10/21/2017 3:24:09 AM,Credit Card,2,1.54,8.5,0,0
Charles Thomas,04/30/2017 9:20:55 PM,04/30/2017 9:25:53 PM,Debit Card,1,1.1,6,1.45,0
Melissa Giles,03/23/2017 11:25:37 AM,03/23/2017 11:37:14 AM,Credit Card,1,1.5,9,2.45,0
Brett Rogers,05/08/2017 6:32:49 PM,05/08/2017 6:40:08 PM,Credit Card,1,0.6,6.5,1.65,0
Michael Thomas,08/26/2017 2:29:48 AM,08/26/2017 2:39:01 AM,Debit Card,1,1.9,9,2.05,0
Patrick Garcia,04/26/2017 10:03:52 PM,04/26/2017 10:14:33 PM,Cash,1,1.3,8,0,0
Marcus Miranda,07/16/2017 3:58:12 PM,07/16/2017 4:40:45 PM,Cash,1,12.67,39,7.96,0
Audrey Clark,07/29/2017 1:01:25 AM,07/29/2017 1:20:40 AM,Credit Card,1,3.64,15,3.26,0
Angela Arnold,11/17/2017 12:43:19 AM,11/17/2017 12:58:01 AM,Cash,3,1.87,11,0,0
James Rodriguez,01/03/2017 9:59:45 PM,01/03/2017 10:11:50 PM,Cash,1,2.6,11,2,0
Jeanne Holloway,06/09/2017 6:55:14 PM,06/09/2017 7:01:37 PM,Debit Card,2,0.8,6,1.55,0
Darlene Reed,01/07/2017 5:11:25 PM,01/07/2017 5:21:34 PM,Debit Card,1,1.37,8,1.76,0
Jose Turner,09/06/2017 6:42:38 PM,09/06/2017 6:51:09 PM,Debit Card,1,0.93,7,1.76,0
Patrick Owens,11/07/2017 8:47:15 AM,11/07/2017 8:50:39 AM,Cash,1,0.28,4,0,0
Victoria Ramirez,08/21/2017 9:54:13 PM,08/21/2017 10:08:18 PM,Credit Card,1,2.5,12.5,0,0
Caroline Singleton,05/18/2017 1:55:48 AM,05/18/2017 2:08:07 AM,Cash,2,2.39,11,0,0
Mrs. Jessica Valdez,02/07/2017 7:49:22 PM,02/07/2017 7:54:32 PM,Debit Card,1,0.74,5,0,0
Melissa Davis,05/23/2017 12:49:19 AM,05/23/2017 1:05:22 AM,Cash,1,5,17,5,0
Thomas Bradshaw,10/02/2017 8:43:11 PM,10/02/2017 8:51:17 PM,Credit Card,1,1.5,8,1.85,0
Sarah Weber,09/06/2017 11:52:46 AM,09/06/2017 12:00:55 PM,Cash,1,0.8,7,0,0
Colin Perez,11/08/2017 8:16:24 AM,11/08/2017 8:19:54 AM,Cash,1,0.63,4.5,1.06,0
Adam Howard,10/25/2017 9:05:42 AM,10/25/2017 9:12:37 AM,Debit Card,1,1.5,7,1.2,0
Martha Fry,02/17/2017 5:47:37 AM,02/17/2017 5:56:41 AM,Credit Card,5,2.2,8.5,0,0
Stephanie Lucero,04/25/2017 8:59:11 AM,04/25/2017 9:16:56 AM,Debit Card,1,1.83,12,1.05,0
Paul Reese,07/06/2017 6:58:35 PM,07/06/2017 7:18:45 PM,Debit Card,2,1.92,13,2,0
Kristy Brooks,10/09/2017 8:47:21 PM,10/09/2017 8:55:41 PM,Cash,1,1.99,8.5,1.5,0
Vanessa Austin,01/28/2017 1:51:40 PM,01/28/2017 1:56:44 PM,Debit Card,3,0.63,5,1.45,0
Gregory Rogers,09/12/2017 11:31:02 PM,09/12/2017 11:34:21 PM,Debit Card,2,0.6,4.5,0,0
Casey Hernandez,02/11/2017 4:57:35 AM,02/11/2017 5:01:13 AM,Cash,1,1.65,6.5,0,0
Dr. Marvin Garcia,02/21/2017 6:32:26 PM,02/21/2017 6:57:17 PM,Credit Card,1,5.73,20.5,4.46,0
Brandon Morales,12/12/2017 2:20:47 PM,12/12/2017 3:03:46 PM,Cash,5,10.14,36.5,10.76,5.76
Joel Moss Jr.,09/23/2017 8:47:18 AM,09/23/2017 8:54:58 AM,Credit Card,1,1.06,7,1.56,0
John Santos,05/17/2017 7:30:38 PM,05/17/2017 7:56:47 PM,Credit Card,1,2.78,16,0,0
Michael Graham,09/19/2017 9:38:04 PM,09/19/2017 9:45:50 PM,Cash,1,1.85,8,1.86,0
Nicholas Chan,03/15/2017 7:16:42 AM,03/15/2017 7:26:45 AM,Debit Card,1,1.3,8,2.5,0
Daniel Walker,05/13/2017 11:18:51 PM,05/13/2017 11:30:10 PM,Cash,1,2,9.5,0,0
Victoria Gallagher,04/16/2017 6:03:59 PM,04/16/2017 6:14:46 PM,Cash,1,1.8,9,1,0
Victoria Taylor,04/22/2017 7:33:50 AM,04/22/2017 7:48:05 AM,Credit Card,2,4.68,15.5,4.08,0
Joshua Moore,06/24/2017 9:34:58 AM,06/24/2017 9:41:06 AM,Cash,2,1.79,7.5,1.66,0
Robert Hays,11/14/2017 8:52:25 PM,11/14/2017 8:57:16 PM,Credit Card,1,0.37,4.5,0,0
Tracy Collins,09/03/2017 2:36:57 PM,09/03/2017 2:47:45 PM,Credit Card,1,0.7,8,5,0
Kathryn Moreno,04/20/2017 11:07:39 PM,04/20/2017 11:40:08 PM,Debit Card,2,13.95,40.5,5,0
Melanie Horn,06/16/2017 8:35:24 PM,06/16/2017 8:44:41 PM,Cash,1,2.93,10.5,2.36,0
Mary Young,12/14/2017 10:54:51 PM,12/14/2017 11:07:17 PM,Credit Card,1,2.65,11,0,0
Nicholas Peterson,01/26/2017 6:37:36 AM,01/26/2017 6:45:35 AM,Credit Card,1,1,7,0,0
Nicholas Sutton,12/19/2017 10:25:39 PM,12/19/2017 10:40:27 PM,Credit Card,1,3.5,13,2.85,0
Debbie Avery,02/03/2017 4:12:59 PM,02/03/2017 4:32:44 PM,Cash,1,2.7,14.5,0,0
Roger Reese,02/11/2017 11:45:08 PM,02/11/2017 11:55:55 PM,Cash,1,0.7,8,0,0
Karen Orr,01/12/2017 12:49:43 PM,01/12/2017 12:51:20 PM,Credit Card,1,0.2,3.5,0,0
Mathew Mcgee,08/10/2017 11:43:22 PM,08/10/2017 11:59:00 PM,Debit Card,1,3.7,14,3.06,0
Bradley Garcia,03/17/2017 9:45:28 AM,03/17/2017 9:52:37 AM,Debit Card,1,0.9,6.5,1.45,0
Sarah Brewer,04/02/2017 3:55:19 PM,04/02/2017 4:06:40 PM,Credit Card,1,1.71,9.5,3.09,0
Kelsey Glover,09/09/2017 9:31:22 PM,09/09/2017 9:40:47 PM,Cash,1,0.67,7,0,0
Tammy Jones,03/15/2017 9:30:03 PM,03/15/2017 9:48:52 PM,Debit Card,1,1.5,12,2.65,0
Cory Davis,08/24/2017 11:32:48 AM,08/24/2017 11:53:49 AM,Debit Card,1,2.8,14.5,0,0
Nicole Diaz,05/02/2017 8:12:23 PM,05/02/2017 8:26:52 PM,Cash,1,4.1,15,3.25,0
Pamela Blackwell,09/11/2017 11:52:41 PM,09/12/2017 12:03:22 AM,Cash,1,0.95,8.5,0,0
Michael Dudley,10/10/2017 5:44:20 PM,10/10/2017 5:51:02 PM,Cash,2,0.86,6.5,1.66,0
Craig Wilson,10/31/2017 3:35:37 PM,10/31/2017 3:41:30 PM,Cash,1,1.02,6,1,0
Karen Smith,10/16/2017 4:56:34 PM,10/16/2017 5:06:12 PM,Debit Card,2,1.04,7.5,1.86,0
Paula White,11/04/2017 3:05:38 AM,11/04/2017 3:28:29 AM,Debit Card,1,8,25,5.25,0
Nicole Olson,06/12/2017 7:20:18 PM,06/12/2017 7:45:58 PM,Cash,5,9.56,29.5,5,5.76
Christina Smith,01/13/2017 9:14:04 PM,01/13/2017 9:31:08 PM,Credit Card,5,2.19,12.5,1.5,0
Charles Wilson,09/17/2017 10:18:50 AM,09/17/2017 10:51:26 AM,Cash,1,12.93,38.5,7.86,0
Sarah Rose,08/01/2017 9:10:29 PM,08/01/2017 9:17:07 PM,Cash,2,1.2,7,1,0
Stephanie Gomez,08/29/2017 9:14:56 PM,08/29/2017 9:35:44 PM,Credit Card,1,3.93,16,3.46,0
Zachary Lee,12/28/2017 4:32:58 PM,12/28/2017 5:18:58 PM,Cash,2,2.7,26,5.55,0
George Rodriguez,11/06/2017 6:07:43 PM,11/06/2017 6:11:25 PM,Cash,5,1.01,5,0,0
Karen Brooks,12/28/2017 7:22:13 PM,12/28/2017 7:34:30 PM,Cash,1,4.54,15,0,0
Jeffrey Christensen,12/05/2017 10:04:40 PM,12/05/2017 10:10:14 PM,Cash,1,0.9,6,0,0
Kelly Blake,08/22/2017 11:52:09 AM,08/22/2017 12:19:57 PM,Cash,1,3.4,18.5,0,0
Gary Wilcox,12/27/2017 11:32:10 PM,12/27/2017 11:44:38 PM,Debit Card,2,2.4,10.5,1.5,0
Danielle Williams,01/06/2017 11:13:15 PM,01/06/2017 11:15:08 PM,Debit Card,2,0.36,3.5,0,0
Brian Hardin,06/06/2017 8:54:41 PM,06/06/2017 9:01:44 PM,Cash,1,1.5,7,1,0
Scott Chambers,08/05/2017 12:50:32 AM,08/05/2017 1:01:44 AM,Debit Card,2,1.7,9,1,0
Kenneth Gardner,09/25/2017 7:47:02 AM,09/25/2017 7:55:04 AM,Cash,1,0.9,7,1.55,0
Henry Williams,10/11/2017 3:40:06 PM,10/11/2017 3:49:31 PM,Credit Card,1,0.88,7.5,0.83,0
Michael Bishop,05/09/2017 12:23:37 PM,05/09/2017 12:52:18 PM,Debit Card,1,5.5,23.5,4.85,0
Jonathon Smith,06/11/2017 12:34:21 AM,06/11/2017 12:41:06 AM,Cash,2,1.63,7.5,1.76,0
Adriana Thomas,01/31/2017 8:00:23 AM,01/31/2017 8:13:44 AM,Cash,5,1.5,10,2.16,0
Geoffrey Ortega,03/25/2017 6:17:00 PM,03/25/2017 6:29:22 PM,Debit Card,1,2.8,11.5,3.65,0
Charles Boone,09/13/2017 8:26:54 PM,09/13/2017 8:33:02 PM,Debit Card,1,0.5,5.5,0,0
Christopher Morrison,08/22/2017 6:37:39 PM,08/22/2017 6:53:27 PM,Debit Card,1,1.14,10.5,0,0
Douglas Stark,03/01/2017 1:04:21 PM,03/01/2017 1:22:11 PM,Cash,1,0.92,11.5,0,0
Jeremiah Sharp,02/01/2017 11:30:00 AM,02/01/2017 11:37:20 AM,Debit Card,1,0.7,6,1.35,0
Kurt Salinas III,08/25/2017 7:59:02 PM,08/25/2017 8:05:19 PM,Cash,2,0.7,5.5,0,0
Robert Howard,07/30/2017 12:38:12 PM,07/30/2017 12:45:42 PM,Credit Card,1,1.84,8,1,0
Kathryn Anderson,02/03/2017 1:54:22 PM,02/03/2017 2:04:33 PM,Debit Card,1,0.78,7.5,1.66,0
Paul Davis,02/05/2017 6:13:46 PM,02/05/2017 6:19:24 PM,Debit Card,3,0.7,5.5,0.8,0
Matthew Martin,12/06/2017 12:26:51 PM,12/06/2017 12:31:34 PM,Cash,1,0.6,5,1.15,0
Nicholas Howard,02/02/2017 8:50:14 PM,02/02/2017 8:58:46 PM,Cash,2,1,7,1.65,0
Kiara Poole,09/25/2017 3:53:51 PM,09/25/2017 4:33:20 PM,Debit Card,1,12.8,52,11.7,5.76
Mark Lozano,06/06/2017 9:34:28 AM,06/06/2017 10:29:57 AM,Credit Card,1,11.6,40,9.3,5.76
Kristen Ramos,07/22/2017 1:41:48 AM,07/22/2017 1:51:50 AM,Cash,1,1.6,8,1.85,0
James Montgomery,03/10/2017 4:50:23 PM,03/10/2017 5:00:21 PM,Debit Card,5,1.34,8,2.45,0
Dennis Baker,06/04/2017 1:25:57 PM,06/04/2017 1:59:26 PM,Debit Card,6,5.03,23,5,0
Amber Miller,04/07/2017 6:43:29 PM,04/07/2017 7:05:13 PM,Cash,2,1.39,13.5,1,0
